Date,Time,Type of Transaction,Description,Asset Sent(SYMBOL),Asset Received(SYMBOL),Fee Paid In(SYMBOL),Quantity of Fee Paid,Quantity of Tds Paid
2022-10-29,15:41:02,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,15:42:42,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,15:43:10,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,15:44:10,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,15:31:14,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,15:47:38,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,15:44:24,Buy with INR,limit,trx,INR,trx,7.548,0.0 
2022-10-29,15:48:24,Buy with INR,limit,trx,INR,trx,19.57,0.0 
2022-10-29,15:49:10,Buy with INR,limit,trx,INR,trx,11.776,0.0 
2022-10-29,16:20:05,Buy with INR,limit,trx,INR,trx,10.338,0.0 
2022-10-29,15:45:25,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,16:30:16,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,16:25:13,Buy with INR,limit,trx,INR,trx,3.004,0.0 
2022-10-29,16:39:29,Buy with INR,limit,trx,INR,trx,17.498,0.0 
2022-10-29,16:22:57,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,16:16:07,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,16:48:50,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,16:40:35,Buy with INR,limit,trx,INR,trx,10.182,0.0 
2022-10-29,16:56:39,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,16:46:32,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,16:51:24,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,16:50:51,Buy with INR,limit,trx,INR,trx,5.336,0.0 
2022-10-30,01:27:56,Buy with INR,limit,trx,INR,trx,2.594,0.0 
2022-10-29,18:09:37,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,16:58:08,Buy with INR,limit,trx,INR,trx,24.004,0.0 
2022-10-30,01:28:11,Buy with INR,limit,trx,INR,trx,15.654,0.0 
2022-10-30,02:50:05,Buy with INR,limit,trx,INR,trx,10.97,0.0 
2022-10-30,02:46:42,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,21:08:08,Buy with INR,limit,trx,INR,trx,65.364,0.0 
2022-10-30,02:52:26,Buy with INR,limit,trx,INR,trx,14.394,0.0 
2022-10-30,03:19:04,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,03:53:59,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,03:27:41,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,03:23:58,Buy with INR,limit,trx,INR,trx,4.052,0.0 
2022-10-30,03:31:24,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,03:55:08,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,03:55:35,Buy with INR,limit,trx,INR,trx,4.292,0.0 
2022-10-30,03:57:51,Buy with INR,limit,trx,INR,trx,13.712,0.0 
2022-10-30,03:56:36,Buy with INR,limit,trx,INR,trx,7.324,0.0 
2022-10-30,04:06:08,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,04:06:25,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,04:15:58,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,04:20:35,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,04:21:07,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,04:23:13,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,04:23:59,Buy with INR,limit,trx,INR,trx,0.402,0.0 
2022-10-30,04:22:33,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,04:31:08,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,04:38:12,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,04:37:47,Buy with INR,limit,trx,INR,trx,13.466,0.0 
2022-10-30,04:26:20,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,04:38:36,Buy with INR,limit,trx,INR,trx,19.07,0.0 
2022-10-30,05:20:06,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,05:16:44,Buy with INR,limit,trx,INR,trx,17.214,0.0 
2022-10-28,12:01:20,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,04:57:24,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,05:20:26,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,05:49:22,Buy with INR,limit,trx,INR,trx,25.686,0.0 
2022-10-30,05:20:43,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,06:39:36,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,06:50:41,Buy with INR,limit,trx,INR,trx,6.716,0.0 
2022-10-30,07:47:38,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,08:22:50,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,06:40:46,Buy with INR,limit,trx,INR,trx,3.888,0.0 
2022-10-30,05:18:33,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,08:21:48,Buy with INR,limit,trx,INR,trx,10.994,0.0 
2022-10-30,08:44:46,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,09:06:14,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,09:07:19,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,09:13:08,Buy with INR,limit,trx,INR,trx,13.668,0.0 
2022-10-30,09:30:29,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,09:39:04,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,09:48:04,Buy with INR,limit,trx,INR,trx,23.026,0.0 
2022-10-30,09:56:12,Buy with INR,limit,trx,INR,trx,4.616,0.0 
2022-10-30,10:01:39,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,10:02:14,Buy with INR,limit,trx,INR,trx,11.37,0.0 
2022-10-30,10:07:35,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,10:10:34,Buy with INR,limit,trx,INR,trx,3.734,0.0 
2022-10-30,12:25:34,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,12:27:37,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,12:32:45,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,09:11:39,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,12:39:49,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,12:33:13,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,08:47:05,Buy with INR,limit,trx,INR,trx,8.848,0.0 
2022-10-30,12:44:40,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,12:51:06,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,12:44:59,Buy with INR,limit,trx,INR,trx,5.366,0.0 
2022-10-30,12:52:10,Buy with INR,limit,trx,INR,trx,13.402,0.0 
2022-10-30,12:55:14,Buy with INR,limit,trx,INR,trx,22.422,0.0 
2022-10-30,12:52:56,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,13:02:41,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,12:47:49,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,14:22:00,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,14:31:19,Buy with INR,limit,trx,INR,trx,5.474,0.0 
2022-10-30,14:20:24,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,15:45:38,Buy with INR,limit,trx,INR,trx,13.428,0.0 
2022-10-30,14:34:43,Buy with INR,limit,trx,INR,trx,13.636,0.0 
2022-10-30,15:52:05,Buy with INR,limit,trx,INR,trx,17.682,0.0 
2022-10-30,15:42:04,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,15:47:12,Buy with INR,limit,trx,INR,,,0.0 
2022-10-30,22:53:15,Buy with INR,limit,trx,INR,,,0.0 
2022-10-31,00:03:02,Buy with INR,limit,trx,INR,trx,15.508,0.0 
2022-10-30,23:35:04,Buy with INR,limit,trx,INR,trx,15.286,0.0 
2022-10-31,00:07:40,Buy with INR,limit,trx,INR,,,0.0 
2022-10-31,00:21:02,Buy with INR,limit,trx,INR,trx,33.872,0.0 
2022-10-31,02:11:10,Buy with INR,limit,trx,INR,trx,5.094,0.0 
2022-10-31,02:22:30,Buy with INR,limit,trx,INR,trx,4.064,0.0 
2022-10-27,09:02:37,Buy with INR,limit,trx,INR,trx,0.136,0.0 
2022-10-30,23:30:00,Buy with INR,limit,trx,INR,,,0.0 
2022-10-31,05:48:20,Buy with INR,limit,trx,INR,trx,10.4,0.0 
2022-10-31,03:54:40,Buy with INR,limit,trx,INR,,,0.0 
2022-10-31,04:01:13,Buy with INR,limit,trx,INR,trx,16.46,0.0 
2022-10-31,05:51:16,Buy with INR,limit,trx,INR,trx,0.246,0.0 
2022-10-31,06:15:02,Buy with INR,limit,trx,INR,,,0.0 
2022-10-31,06:05:47,Buy with INR,limit,trx,INR,,,0.0 
2022-10-31,06:23:52,Buy with INR,limit,trx,INR,,,0.0 
2022-10-31,06:24:45,Buy with INR,limit,trx,INR,,,0.0 
2022-10-31,06:14:52,Buy with INR,limit,trx,INR,,,0.0 
2022-10-31,06:31:24,Buy with INR,limit,trx,INR,,,0.0 
2022-10-31,06:29:17,Buy with INR,limit,trx,INR,,,0.0 
2022-10-31,06:34:18,Buy with INR,limit,trx,INR,trx,27.384,0.0 
2022-10-31,06:31:42,Buy with INR,limit,trx,INR,,,0.0 
2022-10-31,06:40:44,Buy with INR,limit,trx,INR,trx,18.836,0.0 
2022-10-31,06:44:48,Buy with INR,limit,trx,INR,trx,2.288,0.0 
2022-10-31,06:39:47,Buy with INR,limit,trx,INR,,,0.0 
2022-10-31,06:29:01,Buy with INR,limit,trx,INR,,,0.0 
2022-10-31,06:45:47,Buy with INR,limit,trx,INR,,,0.0 
2022-10-31,07:15:51,Buy with INR,limit,trx,INR,trx,17.09,0.0 
2022-10-31,07:46:32,Buy with INR,limit,trx,INR,,,0.0 
2022-10-31,06:44:19,Buy with INR,limit,trx,INR,,,0.0 
2022-10-31,07:15:05,Buy with INR,limit,trx,INR,,,0.0 
2022-10-31,08:17:44,Buy with INR,limit,trx,INR,,,0.0 
2022-10-31,09:21:12,Buy with INR,limit,usdt,INR,,,0.0 
2022-10-31,06:48:01,Buy with INR,limit,trx,INR,trx,18.536,0.0 
2022-10-31,09:27:45,Buy with INR,limit,usdt,INR,,,0.0 
2022-10-31,09:51:38,Buy with INR,limit,usdt,INR,,,0.0 
2022-10-31,10:43:08,Buy with INR,limit,usdt,INR,usdt,2.44572,0.0 
2022-10-31,14:48:57,Buy with INR,limit,usdt,INR,,,0.0 
2022-10-31,09:35:02,Buy with INR,limit,usdt,INR,usdt,2.87186,0.0 
2022-10-31,14:25:27,Buy with INR,limit,usdt,INR,,,0.0 
2022-10-31,15:14:48,Buy with INR,limit,usdt,INR,,,0.0 
2022-10-31,15:50:18,Buy with INR,limit,usdt,INR,,,0.0 
2022-10-31,15:54:04,Buy with INR,limit,trx,INR,,,0.0 
2022-10-31,15:34:01,Buy with INR,limit,usdt,INR,,,0.0 
2022-10-31,15:18:48,Buy with INR,limit,usdt,INR,,,0.0 
2022-10-31,16:29:35,Buy with INR,limit,usdt,INR,,,0.0 
2022-10-31,16:26:01,Buy with INR,limit,usdt,INR,,,0.0 
2022-10-31,16:33:01,Buy with INR,limit,usdt,INR,,,0.0 
2022-10-31,16:26:28,Buy with INR,limit,usdt,INR,usdt,3.1691,0.0 
2022-10-31,16:31:55,Buy with INR,limit,usdt,INR,,,0.0 
2022-10-31,16:34:11,Buy with INR,limit,usdt,INR,,,0.0 
2022-10-31,16:35:11,Buy with INR,limit,usdt,INR,,,0.0 
2022-10-31,16:35:35,Buy with INR,limit,usdt,INR,,,0.0 
2022-10-31,16:36:12,Buy with INR,limit,usdt,INR,,,0.0 
2022-10-31,16:36:43,Buy with INR,limit,usdt,INR,,,0.0 
2022-10-31,16:37:13,Buy with INR,limit,usdt,INR,,,0.0 
2022-10-31,16:37:32,Buy with INR,limit,usdt,INR,,,0.0 
2022-10-31,16:38:02,Buy with INR,limit,usdt,INR,,,0.0 
2022-10-31,16:38:45,Buy with INR,limit,usdt,INR,usdt,2.6409,0.0 
2022-11-01,01:41:54,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-01,01:42:32,Buy with INR,limit,usdt,INR,usdt,2.62108,0.0 
2022-10-31,17:32:59,Buy with INR,limit,usdt,INR,usdt,3.27194,0.0 
2022-11-01,03:04:42,Buy with INR,limit,trx,INR,trx,22.216,0.0 
2022-11-01,03:41:36,Buy with INR,limit,trx,INR,,,0.0 
2022-11-01,03:46:00,Buy with INR,limit,trx,INR,,,0.0 
2022-11-01,03:38:12,Buy with INR,limit,trx,INR,,,0.0 
2022-11-01,03:52:05,Buy with INR,limit,trx,INR,,,0.0 
2022-11-01,03:58:08,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-01,04:17:48,Buy with INR,limit,usdt,INR,usdt,2.00226,0.0 
2022-11-01,03:58:52,Buy with INR,limit,usdt,INR,usdt,1.99514,0.0 
2022-11-01,05:07:08,Buy with INR,limit,trx,INR,,,0.0 
2022-11-01,03:52:32,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-01,05:07:49,Buy with INR,limit,trx,INR,trx,9.284,0.0 
2022-11-01,05:10:42,Buy with INR,limit,trx,INR,trx,8.794,0.0 
2022-11-01,05:09:31,Buy with INR,limit,trx,INR,trx,13.704,0.0 
2022-11-01,07:14:21,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-01,07:14:37,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-01,07:13:54,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-01,07:15:05,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-01,08:22:57,Buy with INR,limit,trx,INR,,,0.0 
2022-11-01,08:24:20,Buy with INR,limit,trx,INR,,,0.0 
2022-11-01,07:14:50,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-01,08:30:58,Buy with INR,limit,trx,INR,,,0.0 
2022-11-01,08:25:50,Buy with INR,limit,trx,INR,,,0.0 
2022-11-01,08:59:11,Buy with INR,limit,trx,INR,,,0.0 
2022-11-01,07:15:27,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-01,09:01:10,Buy with INR,limit,trx,INR,trx,17.988,0.0 
2022-11-01,05:48:32,Buy with INR,limit,usdt,INR,usdt,4.10506,0.0 
2022-11-01,09:00:16,Buy with INR,limit,trx,INR,trx,17.782,0.0 
2022-11-01,09:04:48,Buy with INR,limit,trx,INR,,,0.0 
2022-11-01,09:07:47,Buy with INR,limit,trx,INR,trx,2.412,0.0 
2022-11-01,09:04:22,Buy with INR,limit,trx,INR,,,0.0 
2022-11-01,09:09:44,Buy with INR,limit,trx,INR,,,0.0 
2022-11-01,09:09:25,Buy with INR,limit,trx,INR,trx,8.124,0.0 
2022-11-01,09:11:02,Buy with INR,limit,trx,INR,,,0.0 
2022-11-01,09:10:08,Buy with INR,limit,trx,INR,,,0.0 
2022-11-01,09:06:49,Buy with INR,limit,trx,INR,trx,2.766,0.0 
2022-11-01,09:11:34,Buy with INR,limit,trx,INR,trx,5.534,0.0 
2022-11-01,09:11:22,Buy with INR,limit,trx,INR,,,0.0 
2022-11-01,09:10:43,Buy with INR,limit,trx,INR,trx,2.132,0.0 
2022-11-01,09:12:51,Buy with INR,limit,trx,INR,,,0.0 
2022-11-01,09:11:51,Buy with INR,limit,trx,INR,trx,5.274,0.0 
2022-11-01,09:12:36,Buy with INR,limit,trx,INR,,,0.0 
2022-11-01,09:13:28,Buy with INR,limit,trx,INR,trx,9.334,0.0 
2022-11-01,09:14:15,Buy with INR,limit,trx,INR,trx,3.402,0.0 
2022-11-01,10:01:11,Buy with INR,limit,trx,INR,trx,14.426,0.0 
2022-11-01,09:13:14,Buy with INR,limit,trx,INR,trx,18.332,0.0 
2022-11-01,10:07:12,Buy with INR,limit,trx,INR,trx,14.75,0.0 
2022-11-01,10:01:48,Buy with INR,limit,trx,INR,trx,12.504,0.0 
2022-11-01,10:53:01,Buy with INR,limit,trx,INR,trx,10.22,0.0 
2022-11-01,10:01:31,Buy with INR,limit,trx,INR,trx,6.062,0.0 
2022-11-01,10:52:44,Buy with INR,limit,trx,INR,,,0.0 
2022-11-01,10:53:42,Buy with INR,limit,trx,INR,trx,24.108,0.0 
2022-11-01,14:56:13,Buy with INR,limit,trx,INR,trx,17.026,0.0 
2022-11-01,14:55:05,Buy with INR,limit,trx,INR,trx,10.088,0.0 
2022-11-01,22:21:29,Buy with INR,limit,trx,INR,,,0.0 
2022-11-01,22:22:49,Buy with INR,limit,trx,INR,,,0.0 
2022-11-01,22:47:15,Buy with INR,limit,trx,INR,trx,2.346,0.0 
2022-11-01,22:27:26,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-01,22:55:45,Buy with INR,limit,trx,INR,,,0.0 
2022-11-01,23:06:53,Buy with INR,limit,trx,INR,trx,11.362,0.0 
2022-11-02,00:25:20,Buy with INR,limit,trx,INR,,,0.0 
2022-11-01,22:55:23,Buy with INR,limit,trx,INR,,,0.0 
2022-11-02,00:25:42,Buy with INR,limit,trx,INR,trx,15.816,0.0 
2022-11-01,23:29:43,Buy with INR,limit,trx,INR,trx,17.026,0.0 
2022-11-02,00:39:54,Buy with INR,limit,trx,INR,,,0.0 
2022-11-02,00:40:59,Buy with INR,market,trx,INR,trx,2.942,0.0 
2022-11-02,04:11:22,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-02,05:14:03,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-02,04:42:23,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-02,06:18:52,Buy with INR,limit,usdt,INR,usdt,2.91548,0.0 
2022-11-02,06:37:37,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-02,07:04:54,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-02,06:42:21,Buy with INR,limit,usdt,INR,usdt,1.84408,0.0 
2022-11-02,07:13:55,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-02,07:42:17,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-02,07:44:02,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-02,07:44:17,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-02,07:09:01,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-02,06:16:57,Buy with INR,limit,trx,INR,,,0.0 
2022-11-02,08:50:25,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-02,09:12:24,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-02,09:07:23,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-02,09:18:54,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-02,09:07:45,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-02,09:32:04,Buy with INR,limit,trx,INR,,,0.0 
2022-11-02,09:33:07,Buy with INR,limit,trx,INR,,,0.0 
2022-11-02,09:40:23,Buy with INR,limit,trx,INR,,,0.0 
2022-11-02,09:40:45,Buy with INR,limit,trx,INR,,,0.0 
2022-11-02,09:39:03,Buy with INR,limit,trx,INR,,,0.0 
2022-11-02,09:41:00,Buy with INR,limit,trx,INR,,,0.0 
2022-11-02,09:42:13,Buy with INR,limit,trx,INR,trx,2.246,0.0 
2022-11-02,09:43:13,Buy with INR,limit,trx,INR,,,0.0 
2022-11-02,09:43:25,Buy with INR,limit,trx,INR,trx,12.046,0.0 
2022-11-02,10:11:03,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-02,10:42:52,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-02,10:11:18,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-02,09:41:43,Buy with INR,limit,trx,INR,,,0.0 
2022-11-02,10:11:44,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-02,10:44:03,Buy with INR,limit,trx,INR,trx,3.786,0.0 
2022-11-02,10:44:45,Buy with INR,limit,trx,INR,trx,69.196,0.0 
2022-11-02,10:56:02,Buy with INR,limit,trx,INR,,,0.0 
2022-11-02,11:00:53,Buy with INR,limit,trx,INR,trx,24.016,0.0 
2022-11-02,12:08:38,Buy with INR,limit,trx,INR,trx,11.982,0.0 
2022-11-02,12:20:43,Buy with INR,limit,trx,INR,trx,13.112,0.0 
2022-11-02,13:06:33,Buy with INR,limit,trx,INR,trx,9.08,0.0 
2022-11-02,14:10:47,Buy with INR,limit,trx,INR,,,0.0 
2022-11-02,14:44:41,Buy with INR,limit,trx,INR,trx,13.944,0.0 
2022-11-02,13:08:44,Buy with INR,limit,trx,INR,trx,5.696,0.0 
2022-11-02,15:03:16,Buy with INR,limit,trx,INR,trx,6.072,0.0 
2022-11-02,14:16:05,Buy with INR,limit,trx,INR,,,0.0 
2022-11-02,15:04:07,Buy with INR,limit,trx,INR,trx,3.264,0.0 
2022-11-02,15:27:59,Buy with INR,limit,trx,INR,trx,2.3,0.0 
2022-11-02,14:56:26,Buy with INR,limit,trx,INR,trx,12.3,0.0 
2022-11-02,15:42:53,Buy with INR,limit,trx,INR,trx,24.754,0.0 
2022-11-02,15:42:07,Buy with INR,limit,trx,INR,trx,7.22,0.0 
2022-11-02,15:43:13,Buy with INR,limit,trx,INR,,,0.0 
2022-11-02,15:43:39,Buy with INR,limit,trx,INR,,,0.0 
2022-11-02,15:55:35,Buy with INR,limit,trx,INR,trx,5.922,0.0 
2022-11-02,16:01:33,Buy with INR,limit,trx,INR,,,0.0 
2022-11-02,15:56:27,Buy with INR,limit,trx,INR,trx,10.342,0.0 
2022-11-02,16:06:46,Buy with INR,limit,trx,INR,trx,6.756,0.0 
2022-11-02,18:15:12,Buy with INR,limit,usdt,INR,usdt,4.13488,0.0 
2022-11-02,22:53:55,Buy with INR,limit,trx,INR,trx,3.034,0.0 
2022-11-02,22:54:23,Buy with INR,limit,trx,INR,,,0.0 
2022-11-02,22:54:38,Buy with INR,limit,trx,INR,trx,8.506,0.0 
2022-11-02,23:07:44,Buy with INR,limit,trx,INR,trx,15.836,0.0 
2022-11-02,16:04:46,Buy with INR,limit,trx,INR,,,0.0 
2022-11-02,23:09:16,Buy with INR,limit,trx,INR,trx,4.792,0.0 
2022-11-03,00:47:58,Buy with INR,limit,trx,INR,trx,10.47,0.0 
2022-11-03,01:06:42,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,01:07:01,Buy with INR,limit,trx,INR,trx,4.892,0.0 
2022-11-03,01:03:33,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,01:25:11,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,01:27:11,Buy with INR,limit,trx,INR,trx,25.348,0.0 
2022-11-03,01:08:25,Buy with INR,limit,trx,INR,trx,3.456,0.0 
2022-11-03,01:31:50,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,01:20:45,Buy with INR,limit,trx,INR,trx,5.088,0.0 
2022-11-03,01:33:54,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,01:33:21,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,01:34:09,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,01:36:50,Buy with INR,limit,trx,INR,trx,3.664,0.0 
2022-11-03,01:36:25,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,02:06:50,Buy with INR,limit,trx,INR,trx,10.094,0.0 
2022-11-03,02:15:52,Buy with INR,limit,trx,INR,trx,26.632,0.0 
2022-11-03,01:41:51,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,02:21:52,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,02:42:38,Buy with INR,limit,trx,INR,trx,15.186,0.0 
2022-11-03,02:29:36,Buy with INR,limit,trx,INR,trx,25.452,0.0 
2022-11-03,03:02:52,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,04:03:30,Buy with INR,limit,trx,INR,trx,7.392,0.0 
2022-11-03,02:57:10,Buy with INR,limit,trx,INR,trx,8.368,0.0 
2022-11-03,04:50:48,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,04:13:49,Buy with INR,limit,trx,INR,trx,35.414,0.0 
2022-11-03,04:31:42,Buy with INR,limit,trx,INR,trx,10.394,0.0 
2022-11-03,03:21:32,Buy with INR,limit,trx,INR,trx,8.07,0.0 
2022-11-03,04:51:01,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,04:52:52,Buy with INR,limit,trx,INR,trx,3.924,0.0 
2022-11-03,04:53:19,Buy with INR,limit,trx,INR,trx,10.848,0.0 
2022-11-03,06:29:20,Buy with INR,limit,trx,INR,trx,16.298,0.0 
2022-11-03,07:41:29,Buy with INR,limit,trx,INR,trx,7.444,0.0 
2022-11-03,08:57:52,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,08:17:36,Buy with INR,limit,trx,INR,trx,46.528,0.0 
2022-11-03,08:58:09,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,08:58:57,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,09:10:28,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,08:59:17,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,08:58:38,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,07:58:40,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,09:10:53,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,09:13:14,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,09:21:12,Buy with INR,limit,trx,INR,trx,6.072,0.0 
2022-11-03,09:39:04,Buy with INR,limit,trx,INR,trx,36.896,0.0 
2022-11-03,09:44:50,Buy with INR,limit,trx,INR,trx,13.178,0.0 
2022-11-03,09:56:33,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,09:13:40,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,09:57:18,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,09:56:53,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,09:59:55,Buy with INR,limit,trx,INR,trx,7.462,0.0 
2022-11-03,10:00:12,Buy with INR,limit,trx,INR,trx,24.238,0.0 
2022-11-03,10:15:30,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,14:11:08,Buy with INR,limit,trx,INR,trx,15.278,0.0 
2022-11-03,14:18:21,Buy with INR,limit,trx,INR,trx,34.756,0.0 
2022-11-03,09:22:02,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,11:34:18,Buy with INR,limit,trx,INR,trx,14.21,0.0 
2022-11-03,10:31:11,Buy with INR,limit,trx,INR,trx,9.574,0.0 
2022-11-03,14:47:12,Buy with INR,limit,trx,INR,trx,4.2,0.0 
2022-11-03,14:18:44,Buy with INR,limit,trx,INR,trx,7.9,0.0 
2022-11-03,14:51:40,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,14:47:51,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,14:52:03,Buy with INR,limit,trx,INR,trx,15.206,0.0 
2022-11-03,15:03:13,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,14:51:22,Buy with INR,limit,trx,INR,,,0.0 
2022-11-03,15:05:30,Buy with INR,limit,trx,INR,trx,24.47,0.0 
2022-11-03,15:19:30,Buy with INR,limit,trx,INR,trx,1.744,0.0 
2022-11-03,15:04:31,Buy with INR,limit,trx,INR,trx,5.136,0.0 
2022-11-03,22:55:54,Buy with INR,limit,trx,INR,trx,12.516,0.0 
2022-11-03,22:57:03,Buy with INR,limit,trx,INR,trx,25.636,0.0 
2022-11-03,22:53:51,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,00:27:31,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,01:07:37,Buy with INR,limit,trx,INR,trx,55.884,0.0 
